Model,0,0.00125,0.0025,0.005,0.01,0.02,0.04,0.08,0.16,0.32
Without Attention,0.832170818505338,0.8277580071174377,0.8251957295373665,0.8186476868327403,0.805693950177936,0.7779359430604982,0.7051957295373665,0.5056227758007118,0.17480427046263344,0.01395017793594306
With Attention,0.817508896797153,0.8159430604982206,0.8152313167259786,0.8132384341637011,0.8083985765124555,0.7998576512455516,0.7802135231316726,0.7330960854092526,0.5994306049822065,0.28740213523131675
