Model,0,0.00125,0.0025,0.005,0.01,0.02,0.04
Without Attention,0.832170818505338,0.8270462633451957,0.8241992882562278,0.8166548042704627,0.8024199288256227,0.7695373665480427,0.6908185053380783
With Attention,0.817508896797153,0.8158007117437722,0.8146619217081851,0.8125266903914591,0.8075444839857652,0.7972953736654804,0.776085409252669
